"index","probe.id","gene.id"
28383,"219098_at","MYBBP1A"
28384,"219099_at","TIGAR"
28385,"219100_at","STN1"
28386,"219101_x_at","ABHD8"
28387,"219102_at","RCN3"
28388,"219103_at","ASAP3"
28389,"219104_at","RNF141"
28390,"219105_x_at","ORC6"
28391,"219106_s_at","KLHL41"
28392,"219107_at","BCAN"
28393,"219108_x_at","DDX27"
28394,"219109_at","SPAG16"
28395,"219110_at","GAR1"
28396,"219111_s_at","DDX54"
28397,"219112_at","RAPGEF6"
28398,"219113_x_at","HSD17B14"
28399,"219114_at","C3orf18"
28400,"219115_s_at","IL20RA"
28401,"219116_s_at","DCUN1D2"
28402,"219117_s_at","FKBP11"
28403,"219118_at","FKBP11"
28404,"219119_at","LSM8"
28405,"219120_at","WDCP"
28406,"219121_s_at","ESRP1"
28407,"219122_s_at","THG1L"
28408,"219123_at","ZNF232"
28409,"219124_at","TTI2"
28410,"219125_s_at","SLC50A1"
28411,"219126_at","PHF10"
28412,"219127_at","PRR15L"
28413,"219128_at","C2orf42"
28414,"219129_s_at","SAP30L"
28415,"219130_at","TRMT13"
28416,"219131_at","UBIAD1"
28417,"219132_at","PELI2"
28418,"219133_at","OXSM"
28419,"219134_at","ADGRL4"
28420,"219135_s_at","LMF1"
28421,"219136_s_at","LMF1"
28422,"219137_s_at","MFF"
28423,"219138_at","RPL14"
28424,"219139_s_at","CROCCP3"
28425,"219140_s_at","RBP4"
28426,"219141_s_at","AMBRA1"
28427,"219142_at","RASL11B"
28428,"219143_s_at","RPP25"
28429,"219144_at","DUSP26"
28430,"219145_at","ADGRL1"
28431,"219146_at","TEFM"
28432,"219147_s_at","NMRK1"
28433,"219148_at","PBK"
28434,"219149_x_at","DBR1"
28435,"219150_s_at","ADAP1"
28436,"219151_s_at","RABL2B"
28437,"219152_at","PODXL2"
28438,"219153_s_at","THSD4"
28439,"219154_at","TMEM120B"
28440,"219155_at","PITPNC1"
28441,"219156_at","SYNJ2BP"
28442,"219157_at","KLHL2"
28443,"219158_s_at","NAA15"
28444,"219159_s_at","SLAMF7"
28445,"219160_s_at","PAPOLG"
28446,"219161_s_at","CKLF"
28447,"219162_s_at","MRPL11"
28448,"219163_at","ZNF562"
28449,"219164_s_at","ATG2B"
28450,"219165_at","PDLIM2"
28451,"219166_at","DNAAF2"
28452,"219167_at","RASL12"
28453,"219168_s_at","PRR5"
28454,"219169_s_at","TFB1M"
28455,"219170_at","FSD1"
28456,"219171_s_at","ZNF236"
28457,"219172_at","UBTD1"
28458,"219173_at","MYO15B"
28459,"219174_at","IFT74"
28460,"219175_s_at","SLC41A3"
28461,"219176_at","MAIP1"
28462,"219177_at","BRIX1"
28463,"219178_at","QTRT2"
28464,"219179_at","DACT1"
28465,"219180_s_at","PEX26"
28466,"219181_at","LIPG"
28467,"219182_at","CHST5"
28468,"219183_s_at","CYTH4"
28469,"219184_x_at","TIMM22"
28470,"219185_at","SIRT5"
28471,"219186_at","ZBTB7A"
28472,"219187_at","FKBPL"
28473,"219188_s_at","MACROD1"
28474,"219189_at","FBXL6"
28475,"219190_s_at","AGO4"
28476,"219191_s_at","BIN2"
28477,"219192_at","UBAP2"
28478,"219193_at","WDR70"
28479,"219194_at","SEMA4G"
28480,"219195_at","PPARGC1A"
28481,"219196_at","SCG3"
28482,"219197_s_at","SCUBE2"
28483,"219198_at","GTF3C4"
28484,"219199_at","AFF4"
28485,"219200_at","FASTKD3"
28486,"219201_s_at","TWSG1"
28487,"219202_at","RHBDF2"
28488,"219203_at","EMC9"
28489,"219204_s_at","SRR"
28490,"219205_at","SRR"
28491,"219206_x_at","TMBIM4"
28492,"219207_at","EDC3"
28493,"219208_at","FBXO11"
28494,"219209_at","IFIH1"
28495,"219210_s_at","RAB8B"
28496,"219211_at","USP18"
28497,"219212_at","HSPA14"
28498,"219213_at","JAM2"
28499,"219214_s_at","RBAK"
28500,"219215_s_at","SLC39A4"
28501,"219216_at","ETAA1"
28502,"219217_at","NARS2"
28503,"219218_at","BAHCC1"
28504,"219219_at","TMEM160"
28505,"219220_x_at","MRPS22"
28506,"219221_at","ZBTB38"
28507,"219222_at","RBKS"
28508,"219223_at","CACFD1"
28509,"219224_x_at","ZNF408"
28510,"219225_at","PGBD5"
28511,"219226_at","CDK12"
28512,"219227_at","CCNJL"
28513,"219228_at","ZNF331"
28514,"219229_at","SLCO3A1"
28515,"219230_at","TMEM100"
28516,"219231_at","TGS1"
28517,"219232_s_at","EGLN3"
28518,"219233_s_at","GSDMB"
28519,"219234_x_at","SCRN3"
28520,"219235_s_at","PHACTR4"
28521,"219236_at","PAQR6"
28522,"219237_s_at","DNAJB14"
28523,"219238_at","PIGV"
28524,"219239_s_at","ZNF654"
28525,"219240_s_at","C10orf88"
28526,"219241_x_at","SSH3"
28527,"219242_at","CEP63"
28528,"219243_at","GIMAP4"
28529,"219244_s_at","MRPL46"
28530,"219245_s_at","OGFOD2"
28531,"219246_s_at","OGFOD2"
28532,"219247_s_at","ZDHHC14"
28533,"219248_at","THUMPD2"
28534,"219249_s_at","FKBP10"
28535,"219250_s_at","FLRT3"
28536,"219251_s_at","DYNC2I1"
28537,"219252_s_at","GEMIN8"
28538,"219253_at","TMEM185B"
28539,"219254_at","OGFOD3"
28540,"219255_x_at","IL17RB"
28541,"219256_s_at","SH3TC1"
28542,"219257_s_at","SPHK1"
28543,"219258_at","TIPIN"
28544,"219259_at","SEMA4A"
28545,"219260_s_at","ELP5"
28546,"219261_at","INTS15"
28547,"219262_at","SUV39H2"
28548,"219263_at","RNF128"
28549,"219264_s_at","PPP2R3B"
28550,"219265_at","MOB3B"
28551,"219266_at","ZNF350"
28552,"219267_at","GLTP"
28553,"219268_at","ETNK2"
28554,"219269_at","HMBOX1"
28555,"219270_at","CHAC1"
28556,"219271_at","GALNT14"
28557,"219272_at","TRIM62"
28558,"219273_at","CCNK"
28559,"219274_at","TSPAN12"
28560,"219275_at","PDCD5"
28561,"219276_x_at","CAAP1"
28562,"219277_s_at","OGDHL"
28563,"219278_at","MAP3K6"
28564,"219279_at","DOCK10"
28565,"219280_at","BRWD1"
28566,"219281_at","MSRA"
28567,"219282_s_at","TRPV2"
28568,"219283_at","C1GALT1C1"
28569,"219284_at","HSPBAP1"
28570,"219285_s_at","NIN"
28571,"219286_s_at","RBM15"
28572,"219287_at","KCNMB4"
28573,"219288_at","CEP15"
28574,"219289_at","HEATR3"
28575,"219290_x_at","DAPP1"
28576,"219291_at","DTWD1"
28577,"219292_at","THAP1"
28578,"219293_s_at","OLA1"
28579,"219294_at","CENPQ"
28580,"219295_s_at","PCOLCE2"
28581,"219296_at","ZDHHC13"
28582,"219297_at","WDR44"
28583,"219298_at","ECHDC3"
28584,"219299_at","TRMT12"
28585,"219300_s_at","CNTNAP2"
28586,"219301_s_at","CNTNAP2"
28587,"219302_s_at","CNTNAP2"
28588,"219303_at","OBI1"
28589,"219304_s_at","PDGFD"
28590,"219305_x_at","FBXO2"
28591,"219306_at","KIF15"
28592,"219307_at","PDSS2"
28593,"219308_s_at","AK5"
28594,"219309_at","C22orf46P"
28595,"219310_at","SYNDIG1"
28596,"219311_at","CEP76"
28597,"219312_s_at","ZBTB10"
28598,"219313_at","GRAMD1C"
28599,"219314_s_at","ZNF219"
28600,"219315_s_at","TMEM204"
28601,"219316_s_at","FLVCR2"
28602,"219317_at","POLI"
28603,"219318_x_at","MED31"
28604,"219319_at","HIF3A"
28605,"219320_at","MYO19"
28606,"219321_at","PALS1"
28607,"219322_s_at","WRAP73"
28608,"219323_s_at","IL18BP"
28609,"219324_at","NOL12"
28610,"219325_s_at","ELAC1"
28611,"219326_s_at","B3GNT2"
28612,"219327_s_at","GPRC5C"
28613,"219328_at","DDX31"
28614,"219329_s_at","ATRAID"
28615,"219330_at","VANGL1"
28616,"219331_s_at","KLHDC8A"
28617,"219332_at","MICALL2"
28618,"219333_s_at","CAPN10"
28619,"219334_s_at","NABP1"
28620,"219335_at","ARMCX5"
28621,"219336_s_at","ASCC1"
28622,"219337_at","C1orf159"
28623,"219338_s_at","LRRC49"
28624,"219339_s_at","EHMT1"
28625,"219340_s_at","CLN8"
28626,"219341_at","CLN8"
28627,"219342_at","CASD1"
28628,"219343_at","CDC37L1"
28629,"219344_at","SLC29A3"
28630,"219345_at","BOLA1"
28631,"219346_at","LRFN3"
28632,"219347_at","NUDT15"
28633,"219348_at","USE1"
28634,"219349_s_at","EXOC2"
28635,"219350_s_at","DIABLO"
28636,"219351_at","TRAPPC2"
28637,"219352_at","HERC6"
28638,"219353_at","NHLRC2"
28639,"219354_at","KLHL26"
28640,"219355_at","RADX"
28641,"219356_s_at","CHMP5"
28642,"219357_at","GTPBP1"
28643,"219358_s_at","ADAP2"
28644,"219359_at","PGGHG"
28645,"219360_s_at","TRPM4"
28646,"219361_s_at","AEN"
28647,"219362_at","NAA35"
28648,"219363_s_at","MTERF3"
28649,"219364_at","DHX58"
28650,"219365_s_at","CAMKV"
28651,"219366_at","AVEN"
28652,"219367_s_at","NRP2"
28653,"219368_at","NAP1L2"
28654,"219369_s_at","OTUB2"
28655,"219370_at","RPRM"
28656,"219371_s_at","KLF2"
28657,"219372_at","IFT81"
28658,"219373_at","DPM3"
28659,"219374_s_at","ALG9"
28660,"219375_at","CEPT1"
28661,"219376_at","ZNF322"
28662,"219377_at","GAREM1"
28663,"219378_at","NAA16"
28664,"219379_x_at","ZNF358"
28665,"219380_x_at","POLH"
28666,"219381_at","CPLANE1"
28667,"219382_at","SERTAD3"
28668,"219383_at","PRR5L"
28669,"219384_s_at","ADAT1"
28670,"219385_at","SLAMF8"
28671,"219386_s_at","SLAMF8"
28672,"219387_at","CCDC88A"
28673,"219388_at","GRHL2"
28674,"219389_at","SUSD4"
28675,"219390_at","FKBP14"
28676,"219391_at","BPNT1"
28677,"219392_x_at","PRR11"
28678,"219393_s_at","AKT3"
28679,"219394_at","PGS1"
28680,"219395_at","ESRP2"
28681,"219396_s_at","NEIL1"
28682,"219397_at","COQ10B"
28683,"219398_at","CIDEC"
28684,"219399_at","LIN7C"
28685,"219400_at","CNTNAP1"
28686,"219401_at","XYLT2"
28687,"219402_s_at","DERL1"
28688,"219403_s_at","HPSE"
28689,"219404_at","EPS8L3"
28690,"219405_at","TRIM68"
28691,"219406_at","C1orf50"
28692,"219407_s_at","LAMC3"
28693,"219408_at","PRMT7"
28694,"219409_at","SNIP1"
28695,"219410_at","TMEM45A"
28696,"219411_at","ELMO3"
28697,"219412_at","RAB38"
28698,"219413_at","ACBD4"
28699,"219414_at","CLSTN2"
28700,"219415_at","TTYH1"
28701,"219416_at","SCARA3"
28702,"219417_s_at","BORCS6"
28703,"219418_at","NHEJ1"
28704,"219419_at","RBFA"
28705,"219420_s_at","COA7"
28706,"219421_at","TTC33"
28707,"219422_at","TNFRSF25"
28708,"219423_x_at","TNFRSF25"
28709,"219424_at","EBI3"
28710,"219425_at","SULT4A1"
28711,"219426_at","AGO3"
28712,"219427_at","FAT4"
28713,"219428_s_at","PXMP4"
28714,"219429_at","FA2H"
28715,"219430_at","GPR137"
28716,"219431_at","ARHGAP10"
28717,"219432_at","EVC"
28718,"219433_at","BCOR"
28719,"219434_at","TREM1"
28720,"219435_at","CTC1"
28721,"219436_s_at","EMCN"
28722,"219437_s_at","ANKRD11"
28723,"219438_at","NKAIN1"
28724,"219439_at","C1GALT1"
28725,"219440_at","RAI2"
28726,"219441_s_at","LRRK1"
28727,"219442_at","CLUHP3"
28728,"219443_at","TASP1"
28729,"219444_at","BCORL1"
28730,"219445_at","BICRA"
28731,"219446_at","RIC8B"
28732,"219447_s_at","SLC35C2"
28733,"219448_at","TMEM70"
28734,"219449_s_at","TMEM70"
28735,"219450_at","C4orf19"
28736,"219451_at","MSRB2"
28737,"219452_at","DPEP2"
28738,"219453_at","KLHL36"
28739,"219454_at","EGFL6"
28740,"219455_at","CFAP69"
28741,"219456_s_at","RIN3"
28742,"219457_s_at","RIN3"
28743,"219458_s_at","NSUN3"
28744,"219459_at","POLR3B"
28745,"219460_s_at","TMEM127"
28746,"219461_at","PAK6"
28747,"219462_at","TMEM53"
28748,"219463_at","LAMP5"
28749,"219464_at","CA14"
28750,"219465_at","APOA2"
28751,"219466_s_at","APOA2"
28752,"219467_at","GIN1"
28753,"219468_s_at","CUEDC1"
28754,"219469_at","DYNC2H1"
28755,"219470_x_at","CCNJ"
28756,"219471_at","RUBCNL"
28757,"219472_at","CENPO"
28758,"219473_at","GDAP2"
28759,"219474_at","C3orf52"
28760,"219475_at","OSGIN1"
28761,"219476_at","C1orf116"
28762,"219477_s_at","THSD1"
28763,"219478_at","WFDC1"
28764,"219479_at","POGLUT2"
28765,"219480_at","SNAI1"
28766,"219481_at","TTC13"
28767,"219482_at","SETD4"
28768,"219483_s_at","PORCN"
28769,"219484_at","HCFC2"
28770,"219485_s_at","PSMD10"
28771,"219486_at","DUS2"
28772,"219487_at","BBS10"
28773,"219488_at","A4GALT"
28774,"219489_s_at","RHBDL2"
28775,"219490_s_at","DCLRE1B"
28776,"219491_at","LRFN4"
28777,"219492_at","CHIC2"
28778,"219493_at","SHCBP1"
28779,"219494_at","RAD54B"
28780,"219495_s_at","ZNF180"
28781,"219496_at","SOWAHC"
28782,"219497_s_at","BCL11A"
28783,"219498_s_at","BCL11A"
28784,"219499_at","SEC61A2"
28785,"219500_at","CLCF1"
28786,"219501_at","ENOX1"
28787,"219502_at","NEIL3"
28788,"219503_s_at","TMEM40"
28789,"219504_s_at","RPAP2"
28790,"219505_at","ADA2"
28791,"219506_at","C1orf54"
28792,"219507_at","RSRC1"
28793,"219508_at","GCNT3"
28794,"219509_at","MYOZ1"
28795,"219510_at","POLQ"
28796,"219511_s_at","SNCAIP"
28797,"219512_at","DSN1"
28798,"219513_s_at","SH2D3A"
28799,"219514_at","ANGPTL2"
28800,"219515_at","PRDM10"
28801,"219516_at","TRPV4"
28802,"219517_at","ELL3"
28803,"219518_s_at","ELL3"
28804,"219519_s_at","SIGLEC1"
28805,"219520_s_at","WWC3"
28806,"219521_at","B3GAT1"
28807,"219522_at","FJX1"
28808,"219523_s_at","TENM3"
28809,"219524_s_at","NDUFAF5"
28810,"219525_at","SLC47A1"
28811,"219526_at","RIOX1"
28812,"219527_at","MTARC2"
28813,"219528_s_at","BCL11B"
28814,"219529_at","CLIC3"
28815,"219530_at","PALB2"
28816,"219531_at","CEP72"
28817,"219532_at","ELOVL4"
28818,"219533_at","CDKN1C"
28819,"219534_x_at","CDKN1C"
28820,"219535_at","HUNK"
28821,"219536_s_at","ZFP64"
28822,"219537_x_at","DLL3"
28823,"219538_at","WDR5B"
28824,"219539_at","GEMIN6"
28825,"219540_at","ZNF267"
28826,"219541_at","LIME1"
28827,"219542_at","NEK11"
28828,"219543_at","PBLD"
28829,"219544_at","BORA"
28830,"219545_at","KCTD14"
28831,"219546_at","BMP2K"
28832,"219547_at","COX15"
28833,"219548_at","ZNF16"
28834,"219549_s_at","RTN3"
28835,"219550_at","ROBO3"
28836,"219551_at","EAF2"
28837,"219552_at","SVEP1"
28838,"219553_at","NME7"
28839,"219554_at","RHCG"
28840,"219555_s_at","CENPN"
28841,"219556_at","TEDC2"
28842,"219557_s_at","NRIP3"
28843,"219558_at","ATP13A3"
28844,"219559_at","SLC17A9"
28845,"219560_at","RTL10"
28846,"219561_at","COPZ2"
28847,"219562_at","RAB26"
28848,"219563_at","SYNE3"
28849,"219564_at","KCNJ16"
28850,"219565_at","CYP20A1"
28851,"219566_at","PLEKHF1"
28852,"219567_s_at","EXO5"
28853,"219568_x_at","SOX18"
28854,"219569_s_at","SLC35G2"
28855,"219570_at","KIF16B"
28856,"219571_s_at","ZNF12"
28857,"219572_at","CADPS2"
28858,"219573_at","CARMIL1"
28859,"219574_at","MARCHF1"
28860,"219575_s_at","PDF"
28861,"219576_at","MAP7D3"
28862,"219577_s_at","ABCA7"
28863,"219578_s_at","CPEB1"
28864,"219579_at","RAB3IL1"
28865,"219580_s_at","TMC5"
28866,"219581_at","TSEN2"
28867,"219582_at","OGFRL1"
28868,"219583_s_at","SPATA7"
28869,"219584_at","PLA1A"
28870,"219585_at","CCDC28B"
28871,"219586_at","WDR59"
28872,"219587_at","TTC12"
28873,"219588_s_at","NCAPG2"
28874,"219589_s_at","TMEM143"
28875,"219590_x_at","DPH5"
28876,"219591_at","CEND1"
28877,"219592_at","MCPH1"
28878,"219593_at","SLC15A3"
28879,"219594_at","NINJ2"
28880,"219595_at","ZNF26"
28881,"219596_at","THAP10"
28882,"219597_s_at","DUOX1"
28883,"219598_s_at","RWDD1"
28884,"219599_at","EIF4B"
28885,"219600_s_at","TMEM50B"
28886,"219601_s_at","LCOR"
28887,"219602_s_at","PIEZO2"
28888,"219603_s_at","ZNF226"
28889,"219604_s_at","ZNF3"
28890,"219605_at","ZNF3"
28891,"219606_at","PHF20L1"
28892,"219607_s_at","MS4A4A"
28893,"219608_s_at","FBXO38"
28894,"219609_at","WDR25"
28895,"219610_at","ARHGEF28"
28896,"219611_s_at","CEP85"
28897,"219612_s_at","FGG"
28898,"219613_s_at","SIRT6"
28899,"219614_s_at","SLC6A20"
28900,"219615_s_at","KCNK5"
28901,"219616_at","ACSS3"
28902,"219617_at","CAMKMT"
28903,"219618_at","IRAK4"
28904,"219619_at","DIRAS2"
28905,"219620_x_at","TOR4A"
28906,"219621_at","CLSPN"
28907,"219622_at","RAB20"
28908,"219623_at","ACTR5"
28909,"219624_at","BAG4"
28910,"219625_s_at","CERT1"
28911,"219626_at","MAP7D3"
28912,"219627_at","ZNF767P"
28913,"219628_at","ZMAT3"
28914,"219629_at","FAM118A"
28915,"219630_at","PDZK1IP1"
28916,"219631_at","LRP12"
28917,"219632_s_at","TRPV1"
28918,"219633_at","TTPAL"
28919,"219634_at","CHST11"
28920,"219635_at","ZNF606"
28921,"219636_s_at","ARMC9"
28922,"219637_at","ARMC9"
28923,"219638_at","FBXO22"
28924,"219639_x_at","PARP6"
28925,"219640_at","CLDN15"
28926,"219641_at","DET1"
28927,"219642_s_at","PEX5L"
28928,"219643_at","LRP1B"
28929,"219644_at","CEP83"
28930,"219645_at","CASQ1"
28931,"219646_at","DEF8"
28932,"219647_at","POPDC2"
28933,"219648_at","MREG"
28934,"219649_at","ALG6"
28935,"219650_at","ERCC6L"
28936,"219651_at","DPPA4"
28937,"219652_s_at","DIPK2B"
28938,"219653_at","LSM14B"
28939,"219654_at","HACD1"
28940,"219655_at","SUGCT"
28941,"219656_at","PCDH12"
28942,"219657_s_at","KLF3"
28943,"219658_at","PTCD2"
28944,"219659_at","ATP8A2"
28945,"219660_s_at","ATP8A2"
28946,"219661_at","RANBP17"
28947,"219662_at","C2orf49"
28948,"219663_s_at","TMEM121"
28949,"219664_s_at","DECR2"
28950,"219665_at","NUDT18"
28951,"219666_at","MS4A6A"
28952,"219667_s_at","BANK1"
28953,"219668_at","GDAP1L1"
28954,"219669_at","CD177"
28955,"219670_at","BEND5"
28956,"219671_at","HPCAL4"
28957,"219672_at","AHSP"
28958,"219673_at","MCM9"
28960,"219675_s_at","UXS1"
28961,"219676_at","ZSCAN16"
28962,"219677_at","SPSB1"
28963,"219678_x_at","DCLRE1C"
28964,"219679_s_at","WAC"
28965,"219680_at","NLRX1"
28966,"219681_s_at","RAB11FIP1"
28967,"219682_s_at","TBX3"
28968,"219683_at","FZD3"
28969,"219684_at","RTP4"
28970,"219685_at","TMEM35A"
28971,"219686_at","STK32B"
28972,"219687_at","HHAT"
28973,"219688_at","BBS7"
28974,"219689_at","SEMA3G"
28975,"219690_at","IGFLR1"
28976,"219691_at","SAMD9"
28977,"219692_at","KREMEN2"
28978,"219693_at","AGPAT4"
28979,"219694_at","OTULINL"
28980,"219695_at","SMPD3"
28981,"219696_at","DENND1B"
28982,"219697_at","HS3ST2"
28983,"219698_s_at","METTL4"
28984,"219699_at","LGI2"
28985,"219700_at","PLXDC1"
28986,"219701_at","TMOD2"
28987,"219702_at","PLAC1"
28988,"219703_at","MNS1"
28989,"219704_at","YBX2"
28990,"219705_at","QSER1"
28991,"219706_at","AP5S1"
28992,"219707_at","CPNE7"
28993,"219708_at","NT5M"
28994,"219709_x_at","ANTKMT"
28995,"219710_at","SH3TC2"
28996,"219711_at","ZNF586"
28997,"219712_s_at","SHPK"
28998,"219713_at","SHPK"
28999,"219714_s_at","CACNA2D3"
29000,"219715_s_at","TDP1"
29001,"219716_at","APOL6"
29002,"219717_at","DCAF16"
29003,"219718_at","FGGY"
29004,"219719_at","HIGD1B"
29005,"219720_s_at","GPATCH2L"
29007,"219722_s_at","GDPD3"
29008,"219723_x_at","AGPAT3"
29009,"219724_s_at","TESPA1"
29010,"219725_at","TREM2"
29011,"219726_at","NLGN3"
29012,"219727_at","DUOX2"
29013,"219728_at","MYOT"
29014,"219729_at","PRRX2"
29015,"219730_at","MED18"
29016,"219731_at","ENTPD1-AS1"
29017,"219732_at","PLPPR1"
29018,"219733_s_at","SLC27A5"
29019,"219734_at","SIDT1"
29020,"219735_s_at","TFCP2L1"
29021,"219736_at","TRIM36"
29022,"219737_s_at","PCDH9"
29023,"219738_s_at","PCDH9"
29024,"219739_at","RNF186"
29025,"219740_at","VASH2"
29026,"219741_x_at","ZNF552"
29027,"219742_at","PRR7"
29028,"219743_at","HEY2"
29029,"219744_at","FN3K"
29030,"219745_at","MFSD13A"
29031,"219746_at","DPF3"
29032,"219747_at","NDNF"
29033,"219748_at","TREML2"
29034,"219749_at","SH2D4A"
29035,"219750_at","TMEM144"
29036,"219751_at","SETD6"
29037,"219752_at","RASAL1"
29038,"219753_at","STAG3"
29039,"219754_at","RBM41"
29040,"219755_at","CBX8"
29041,"219756_s_at","POF1B"
29042,"219757_s_at","TMEM260"
29043,"219758_at","IFT56"
29044,"219759_at","ERAP2"
29045,"219760_at","LIN7B"
29046,"219761_at","CLEC1A"
29047,"219762_s_at","RPL36"
29048,"219763_at","DENND1A"
29049,"219764_at","FZD10"
29050,"219765_at","ZNF329"
29051,"219766_at","B9D2"
29052,"219767_s_at","CRYZL1"
29053,"219768_at","VTCN1"
29054,"219769_at","INCENP"
29055,"219770_at","GTDC1"
29056,"219771_at","TBC1D8B"
29057,"219772_s_at","SMPX"
29058,"219773_at","NOX4"
29059,"219774_at","CCDC93"
29060,"219775_s_at","CPLX3"
29062,"219777_at","GIMAP6"
29063,"219778_at","ZFPM2"
29064,"219779_at","ZFHX4"
29065,"219780_at","ZNF771"
29066,"219781_s_at","ZNF771"
29067,"219782_s_at","ZNF771"
29068,"219783_at","SLC35F6"
29069,"219784_at","FBXO31"
29070,"219785_s_at","FBXO31"
29071,"219786_at","TESMIN"
29072,"219787_s_at","ECT2"
29073,"219788_at","PILRA"
29074,"219789_at","NPR3"
29075,"219790_s_at","NPR3"
29076,"219791_s_at","HAND2-AS1"
29077,"219792_at","AGMAT"
29078,"219793_at","SNX16"
29079,"219794_at","VPS53"
29080,"219795_at","SLC6A14"
29081,"219796_s_at","CDHR5"
29082,"219797_at","MGAT4A"
29083,"219798_s_at","MEPCE"
29084,"219799_s_at","DHRS9"
29085,"219800_s_at","THNSL1"
29086,"219801_at","ZNF34"
29087,"219802_at","PYROXD1"
29088,"219803_at","ANGPTL3"
29089,"219804_at","SYNPO2L"
29090,"219805_at","STEEP1"
29091,"219806_s_at","SMCO4"
29092,"219807_x_at","RAB4B"
29093,"219808_at","SCLY"
29094,"219809_at","WDR55"
29095,"219810_at","VCPIP1"
29096,"219811_at","DGCR8"
29097,"219812_at","PVRIG"
29098,"219813_at","LATS1"
29099,"219814_at","MBNL3"
29100,"219815_at","GAL3ST4"
29101,"219816_s_at","RBM23"
29102,"219817_at","MAPKAPK5-AS1"
29103,"219818_s_at","GPATCH1"
29104,"219819_s_at","MRPS28"
29105,"219820_at","SLC6A16"
29106,"219821_s_at","GFOD1"
29107,"219822_at","MTRF1"
29108,"219823_at","LIN28A"
29109,"219824_at","SLC13A4"
29110,"219825_at","CYP26B1"
29111,"219826_at","ZNF419"
29112,"219827_at","UCP3"
29113,"219828_at","RABL6"
29114,"219829_at","ITGB1BP2"
29115,"219830_at","RAI1"
29116,"219831_at","CDKL3"
29117,"219832_s_at","HOXC13"
29118,"219833_s_at","EFHC1"
29119,"219834_at","CARF"
29120,"219835_at","PRDM8"
29121,"219836_at","ZBED2"
29122,"219837_s_at","CYTL1"
29123,"219838_at","TTC23"
29124,"219839_x_at","TCL6"
29125,"219840_s_at","TCL6"
29126,"219841_at","AICDA"
29127,"219842_at","ARL15"
29128,"219843_at","IPP"
29129,"219844_at","CCDC186"
29130,"219845_at","BARX1"
29131,"219846_at","GON4L"
29132,"219847_at","HDAC11"
29133,"219848_s_at","ZNF432"
29134,"219849_at","ZNF671"
29135,"219850_s_at","EHF"
29136,"219851_at","ZNF613"
29137,"219852_s_at","MORN1"
29138,"219853_at","FKRP"
29139,"219854_at","ZNF14"
29140,"219855_at","NUDT11"
29141,"219856_at","C1orf116"
29142,"219857_at","PLEKHS1"
29143,"219858_s_at","MFSD6"
29144,"219859_at","CLEC4E"
29145,"219860_at","LY6G5C"
29146,"219861_at","DNAJC17"
29147,"219862_s_at","NARF"
29148,"219863_at","HERC5"
29149,"219864_s_at","RCAN3"
29150,"219865_at","LINC00339"
29151,"219866_at","CLIC5"
29152,"219867_at","CHODL"
29153,"219868_s_at","ANKFY1"
29154,"219869_s_at","SLC39A8"
29155,"219870_at","ATF7IP2"
29156,"219871_at","KLF3-AS1"
29157,"219872_at","GASK1B"
29158,"219873_at","COLEC11"
29159,"219874_at","SLC12A8"
29160,"219875_s_at","DESI2"
29161,"219876_s_at","GOLGA2P5"
29162,"219877_at","ZMAT4"
29163,"219878_s_at","KLF13"
29164,"219879_s_at","HROB"
29165,"219880_at","CTC-338M12.4"
29166,"219881_s_at","CTC-338M12.4"
29167,"219882_at","TTLL7"
29168,"219883_at","KCNK4"
29169,"219884_at","LHX6"
29170,"219885_at","SLFN12"
29171,"219886_at","CEP97"
29172,"219887_at","CCDC87"
29173,"219888_at","SPAG4"
29174,"219889_at","FRAT1"
29175,"219890_at","CLEC5A"
29176,"219891_at","PGPEP1"
29177,"219892_at","TM6SF1"
29178,"219893_at","CCDC71"
29179,"219894_at","MAGEL2"
29180,"219895_at","TMEM255A"
29181,"219896_at","CALY"
29182,"219897_at","RNF122"
29183,"219898_at","GPR85"
29184,"219899_x_at","NDOR1"
29185,"219900_s_at","ZNF446"
29186,"219901_at","FGD6"
29187,"219902_at","BHMT2"
29188,"219903_s_at","CYP2C8"
29189,"219904_at","ZSCAN5A"
29190,"219905_at","ERMAP"
29191,"219906_at","EBLN2"
29192,"219907_at","FRS3"
29193,"219908_at","DKK2"
29194,"219909_at","MMP28"
29195,"219910_at","FICD"
29196,"219911_s_at","SLCO4A1"
29197,"219912_s_at","ENPP3"
29198,"219913_s_at","CRNKL1"
29199,"219914_at","ECEL1"
29200,"219915_s_at","SLC16A10"
29201,"219916_s_at","RNF39"
29202,"219917_at","ZCCHC4"
29203,"219918_s_at","ASPM"
29204,"219919_s_at","SSH3"
29205,"219920_s_at","GMPPB"
29206,"219921_s_at","DOCK5"
29207,"219922_s_at","LTBP3"
29208,"219923_at","TRIM45"
29209,"219924_s_at","ZMYM6"
29210,"219925_at","ZMYM6"
29211,"219926_at","POPDC3"
29212,"219927_at","FCF1"
29213,"219928_s_at","CABYR"
29214,"219929_s_at","ZFYVE21"
29215,"219930_at","KLF8"
29216,"219931_s_at","KLHL12"
29217,"219932_at","SLC27A6"
29218,"219933_at","GLRX2"
29219,"219934_s_at","SULT1E1"
29220,"219935_at","ADAMTS5"
29221,"219936_s_at","GPR87"
29222,"219937_at","TRHDE"
29223,"219938_s_at","PSTPIP2"
29224,"219939_s_at","CSDE1"
