"index","probe.id","gene.id"
12766,"203318_s_at","ZNF148"
12767,"203319_s_at","ZNF148"
12768,"203320_at","SH2B3"
12769,"203321_s_at","ADNP2"
12770,"203322_at","ADNP2"
12771,"203323_at","CAV2"
12772,"203324_s_at","CAV2"
12773,"203325_s_at","COL5A1"
12775,"203327_at","IDE"
12776,"203328_x_at","IDE"
12777,"203329_at","PTPRM"
12778,"203330_s_at","STX5"
12779,"203331_s_at","INPP5D"
12780,"203332_s_at","INPP5D"
12781,"203333_at","KIFAP3"
12782,"203334_at","DHX8"
12783,"203335_at","PHYH"
12784,"203336_s_at","ITGB1BP1"
12785,"203337_x_at","ITGB1BP1"
12786,"203338_at","PPP2R5E"
12787,"203339_at","SLC25A12"
12788,"203340_s_at","SLC25A12"
12789,"203341_at","CEBPZ"
12790,"203342_at","TIMM17B"
12791,"203343_at","UGDH"
12792,"203344_s_at","RBBP8"
12793,"203345_s_at","MTF2"
12794,"203346_s_at","MTF2"
12795,"203347_s_at","MTF2"
12796,"203348_s_at","ETV5"
12797,"203349_s_at","ETV5"
12798,"203350_at","AP1G1"
12799,"203351_s_at","ORC4"
12800,"203352_at","ORC4"
12801,"203353_s_at","MBD1"
12802,"203354_s_at","PSD3"
12803,"203355_s_at","PSD3"
12804,"203356_at","CAPN7"
12805,"203357_s_at","CAPN7"
12806,"203358_s_at","EZH2"
12807,"203359_s_at","MYCBP"
12808,"203360_s_at","MYCBP"
12809,"203361_s_at","MYCBP"
12810,"203362_s_at","MAD2L1"
12811,"203363_s_at","ATG13"
12812,"203364_s_at","ATG13"
12813,"203365_s_at","MMP15"
12814,"203366_at","POLG"
12815,"203367_at","DUSP14"
12816,"203368_at","CRELD1"
12817,"203369_x_at","PDLIM7"
12818,"203370_s_at","PDLIM7"
12819,"203371_s_at","NDUFB3"
12820,"203372_s_at","SOCS2"
12821,"203373_at","SOCS2"
12822,"203374_s_at","TPP2"
12823,"203375_s_at","TPP2"
12824,"203376_at","CDC40"
12825,"203377_s_at","CDC40"
12826,"203378_at","PCF11"
12827,"203379_at","RPS6KA1"
12828,"203380_x_at","SRSF5"
12829,"203381_s_at","APOE"
12830,"203382_s_at","APOE"
12831,"203383_s_at","GOLGA1"
12832,"203384_s_at","GOLGA1"
12833,"203385_at","DGKA"
12834,"203386_at","TBC1D4"
12835,"203387_s_at","TBC1D4"
12836,"203388_at","ARRB2"
12837,"203389_at","KIF3C"
12838,"203390_s_at","KIF3C"
12839,"203391_at","FKBP2"
12840,"203392_s_at","CTBP1"
12841,"203393_at","HES1"
12842,"203394_s_at","HES1"
12843,"203395_s_at","HES1"
12844,"203396_at","PSMA4"
12845,"203397_s_at","GALNT3"
12846,"203398_s_at","GALNT3"
12847,"203399_x_at","PSG3"
12848,"203400_s_at","TF"
12849,"203401_at","PRPS2"
12850,"203402_at","KCNAB2"
12851,"203403_s_at","RNF6"
12852,"203404_at","ARMCX2"
12853,"203405_at","PSMG1"
12854,"203406_at","MFAP1"
12855,"203407_at","PPL"
12856,"203408_s_at","SATB1"
12857,"203409_at","DDB2"
12858,"203410_at","AP3M2"
12859,"203411_s_at","LMNA"
12860,"203412_at","LZTR1"
12861,"203413_at","NELL2"
12862,"203414_at","MMD"
12863,"203415_at","PDCD6"
12864,"203416_at","CD53"
12865,"203417_at","MFAP2"
12866,"203418_at","CCNA2"
12867,"203419_at","KMT2B"
12868,"203420_at","FAM8A1"
12869,"203421_at","TP53I11"
12870,"203422_at","POLD1"
12871,"203423_at","RBP1"
12872,"203424_s_at","IGFBP5"
12873,"203425_s_at","IGFBP5"
12874,"203426_s_at","IGFBP5"
12875,"203427_at","ASF1A"
12876,"203428_s_at","ASF1A"
12877,"203429_s_at","SUCO"
12878,"203430_at","HEBP2"
12879,"203431_s_at","ARHGAP32"
12880,"203432_at","TMPO"
12881,"203433_at","MTHFS"
12882,"203434_s_at","MME"
12883,"203435_s_at","MME"
12884,"203436_at","RPP30"
12885,"203437_at","TMEM11"
12886,"203438_at","STC2"
12887,"203439_s_at","STC2"
12888,"203440_at","CDH2"
12889,"203441_s_at","CDH2"
12890,"203442_x_at","EML3"
12891,"203443_at","EML3"
12892,"203444_s_at","MTA2"
12893,"203445_s_at","CTDSP2"
12894,"203446_s_at","OCRL"
12895,"203447_at","PSMD5"
12896,"203448_s_at","TERF1"
12897,"203449_s_at","TERF1"
12898,"203450_at","CBY1"
12899,"203451_at","LDB1"
12900,"203452_at","B3GAT3"
12901,"203453_at","SCNN1A"
12902,"203454_s_at","ATOX1"
12903,"203455_s_at","SAT1"
12904,"203456_at","PRAF2"
12905,"203457_at","STX7"
12906,"203458_at","SPR"
12907,"203459_s_at","VPS16"
12908,"203460_s_at","PSEN1"
12909,"203461_at","CHD2"
12910,"203462_x_at","EIF3B"
12911,"203463_s_at","EPN2"
12912,"203464_s_at","EPN2"
12913,"203465_at","MRPL19"
12914,"203466_at","MPV17"
12915,"203467_at","PMM1"
12916,"203468_at","CDK10"
12917,"203469_s_at","CDK10"
12918,"203470_s_at","PLEK"
12919,"203471_s_at","PLEK"
12920,"203472_s_at","SLCO2B1"
12921,"203473_at","SLCO2B1"
12922,"203474_at","IQGAP2"
12923,"203475_at","CYP19A1"
12924,"203476_at","TPBG"
12925,"203477_at","COL15A1"
12926,"203478_at","NDUFC1"
12927,"203479_s_at","OTUD4"
12928,"203480_s_at","OTUD4"
12929,"203481_at","SLF2"
12930,"203482_at","SLF2"
12931,"203483_at","SLF2"
12932,"203484_at","SEC61G"
12933,"203485_at","RTN1"
12934,"203486_s_at","ARMC8"
12935,"203487_s_at","ARMC8"
12936,"203488_at","ADGRL1"
12937,"203489_at","SIVA1"
12938,"203490_at","ELF4"
12939,"203491_s_at","CEP57"
12940,"203492_x_at","CEP57"
12941,"203493_s_at","CEP57"
12942,"203494_s_at","CEP57"
12943,"203495_at","LRRC14"
12944,"203496_s_at","MED1"
12945,"203497_at","MED1"
12946,"203498_at","RCAN2"
12947,"203499_at","EPHA2"
12948,"203500_at","GCDH"
12949,"203501_at","CPQ"
12950,"203502_at","BPGM"
12951,"203503_s_at","PEX14"
12952,"203504_s_at","ABCA1"
12953,"203505_at","ABCA1"
12954,"203506_s_at","MED12"
12955,"203507_at","CD68"
12956,"203508_at","TNFRSF1B"
12957,"203509_at","SORL1"
12958,"203510_at","MET"
12959,"203511_s_at","TRAPPC3"
12960,"203512_at","TRAPPC3"
12961,"203513_at","SPG11"
12962,"203514_at","MAP3K3"
12963,"203515_s_at","PMVK"
12964,"203516_at","SNTA1"
12965,"203517_at","MTX2"
12966,"203518_at","LYST"
12967,"203519_s_at","UPF2"
12968,"203520_s_at","ZNF318"
12969,"203521_s_at","ZNF318"
12970,"203522_at","CCS"
12971,"203523_at","LSP1"
12972,"203524_s_at","MPST"
12973,"203525_s_at","APC"
12974,"203526_s_at","APC"
12975,"203527_s_at","APC"
12976,"203528_at","SEMA4D"
12977,"203529_at","PPP6C"
12978,"203530_s_at","STX4"
12979,"203531_at","CUL5"
12980,"203532_x_at","CUL5"
12981,"203533_s_at","CUL5"
12982,"203534_at","LSM1"
12983,"203535_at","S100A9"
12984,"203536_s_at","CIAO1"
12985,"203537_at","PRPSAP2"
12986,"203538_at","CAMLG"
12987,"203539_s_at","GFAP"
12988,"203540_at","GFAP"
12989,"203541_s_at","KLF9"
12990,"203542_s_at","KLF9"
12991,"203543_s_at","KLF9"
12992,"203544_s_at","STAM"
12993,"203545_at","ALG8"
12994,"203546_at","IPO13"
12995,"203547_at","CD4"
12996,"203548_s_at","LPL"
12997,"203549_s_at","LPL"
12998,"203550_s_at","ENTREP3"
12999,"203551_s_at","COX11"
13000,"203552_at","MAP4K5"
13001,"203553_s_at","MAP4K5"
13002,"203554_x_at","PTTG1"
13003,"203555_at","PTPN18"
13004,"203556_at","ZHX2"
13005,"203557_s_at","PCBD1"
13006,"203558_at","CUL7"
13007,"203559_s_at","AOC1"
13008,"203560_at","GGH"
13009,"203561_at","FCGR2A"
13010,"203562_at","FEZ1"
13011,"203563_at","AFAP1"
13012,"203564_at","FANCG"
13013,"203565_s_at","MNAT1"
13014,"203566_s_at","AGL"
13015,"203567_s_at","TRIM38"
13016,"203568_s_at","TRIM38"
13017,"203569_s_at","OFD1"
13018,"203570_at","LOXL1"
13019,"203571_s_at","ADIRF"
13020,"203572_s_at","TAF6"
13021,"203573_s_at","RABGGTA"
13022,"203574_at","NFIL3"
13023,"203575_at","CSNK2A2"
13024,"203576_at","BCAT2"
13025,"203577_at","GTF2H4"
13026,"203578_s_at","SLC7A6"
13027,"203579_s_at","SLC7A6"
13028,"203580_s_at","SLC7A6"
13029,"203581_at","RAB4A"
13030,"203582_s_at","RAB4A"
13031,"203583_at","UNC50"
13032,"203584_at","EMC2"
13033,"203585_at","ZNF185"
13034,"203586_s_at","ARL4D"
13035,"203587_at","ARL4D"
13036,"203588_s_at","TFDP2"
13037,"203589_s_at","TFDP2"
13038,"203590_at","DYNC1LI2"
13039,"203591_s_at","CSF3R"
13040,"203592_s_at","FSTL3"
13041,"203593_at","CD2AP"
13042,"203594_at","RTCA"
13043,"203595_s_at","IFIT5"
13044,"203596_s_at","IFIT5"
13045,"203597_s_at","WBP4"
13046,"203598_s_at","WBP4"
13047,"203599_s_at","WBP4"
13048,"203600_s_at","FAM193A"
13049,"203601_s_at","ZBTB17"
13050,"203602_s_at","ZBTB17"
13051,"203603_s_at","ZEB2"
13052,"203604_at","ZNF516"
13053,"203605_at","SRP54"
13054,"203606_at","NDUFS6"
13055,"203607_at","INPP5F"
13056,"203608_at","ALDH5A1"
13057,"203609_s_at","ALDH5A1"
13058,"203610_s_at","TRIM38"
13059,"203611_at","TERF2"
13060,"203612_at","BYSL"
13061,"203613_s_at","NDUFB6"
13062,"203614_at","UTP14C"
13063,"203615_x_at","SULT1A1"
13064,"203616_at","POLB"
13065,"203617_x_at","ELK1"
13066,"203618_at","FAIM2"
13067,"203619_s_at","FAIM2"
13068,"203620_s_at","FCHSD2"
13069,"203621_at","NDUFB5"
13070,"203622_s_at","PNO1"
13071,"203623_at","PLXNA3"
13072,"203624_at","AKAP17A"
13073,"203625_x_at","SKP2"
13074,"203626_s_at","SKP2"
13075,"203627_at","IGF1R"
13076,"203628_at","IGF1R"
13077,"203629_s_at","COG5"
13078,"203630_s_at","COG5"
13079,"203631_s_at","GPRC5B"
13080,"203632_s_at","GPRC5B"
13081,"203633_at","CPT1A"
13082,"203634_s_at","CPT1A"
13083,"203635_at","VPS26C"
13084,"203636_at","MID1"
13085,"203637_s_at","MID1"
13086,"203638_s_at","FGFR2"
13087,"203639_s_at","FGFR2"
13088,"203640_at","MBNL2"
13089,"203641_s_at","COBLL1"
13090,"203642_s_at","COBLL1"
13091,"203643_at","ERF"
13092,"203644_s_at","MON1B"
13093,"203645_s_at","CD163"
13094,"203646_at","FDX1"
13095,"203647_s_at","FDX1"
13096,"203648_at","TATDN2"
13097,"203649_s_at","PLA2G2A"
13098,"203650_at","PROCR"
13099,"203651_at","ZFYVE16"
13100,"203652_at","MAP3K11"
13101,"203653_s_at","COIL"
13102,"203654_s_at","COIL"
13103,"203655_at","XRCC1"
13104,"203656_at","FIG4"
13105,"203657_s_at","CTSF"
13106,"203658_at","SLC25A20"
13107,"203659_s_at","TRIM13"
13108,"203660_s_at","PCNT"
13109,"203661_s_at","TMOD1"
13110,"203662_s_at","TMOD1"
13111,"203663_s_at","COX5A"
13112,"203664_s_at","POLR2D"
13113,"203665_at","HMOX1"
13114,"203666_at","CXCL12"
13115,"203667_at","TBCA"
13116,"203668_at","MAN2C1"
13117,"203669_s_at","DGAT1"
13118,"203670_at","TTLL3"
13119,"203671_at","TPMT"
13120,"203672_x_at","TPMT"
13121,"203673_at","TG"
13122,"203674_at","HELZ"
13123,"203675_at","NUCB2"
13124,"203676_at","GNS"
13125,"203677_s_at","TARBP2"
13126,"203678_at","FAN1"
13127,"203679_at","TMED1"
13128,"203680_at","PRKAR2B"
13129,"203681_at","IVD"
13130,"203682_s_at","IVD"
13131,"203683_s_at","VEGFB"
13132,"203684_s_at","BCL2"
13133,"203685_at","BCL2"
13134,"203686_at","MPG"
13135,"203687_at","CX3CL1"
13136,"203688_at","PKD2"
13137,"203689_s_at","FMR1"
13138,"203690_at","TUBGCP3"
13139,"203691_at","PI3"
13140,"203692_s_at","E2F3"
13141,"203693_s_at","E2F3"
13142,"203694_s_at","DHX16"
13143,"203695_s_at","GSDME"
13144,"203696_s_at","RFC2"
13145,"203697_at","FRZB"
13146,"203698_s_at","FRZB"
13147,"203699_s_at","DIO2"
13148,"203700_s_at","DIO2"
13149,"203701_s_at","TRMT1"
13150,"203702_s_at","TTLL4"
13151,"203703_s_at","TTLL4"
13152,"203704_s_at","RREB1"
13153,"203705_s_at","FZD7"
13154,"203706_s_at","FZD7"
13155,"203707_at","ZNF263"
13156,"203708_at","PDE4B"
13157,"203709_at","PHKG2"
13158,"203710_at","ITPR1"
13159,"203711_s_at","HIBCH"
13160,"203712_at","PUM3"
13161,"203713_s_at","LLGL2"
13162,"203714_s_at","TBCE"
13163,"203715_at","TBCE"
13164,"203716_s_at","DPP4"
13165,"203717_at","DPP4"
13166,"203718_at","PNPLA6"
13167,"203719_at","ERCC1"
13168,"203720_s_at","ERCC1"
13169,"203721_s_at","UTP18"
13170,"203722_at","ALDH4A1"
13171,"203723_at","ITPKB"
13172,"203724_s_at","RUFY3"
13173,"203725_at","GADD45A"
13174,"203726_s_at","LAMA3"
13175,"203727_at","SKIC2"
13176,"203728_at","BAK1"
13177,"203729_at","EMP3"
13178,"203730_s_at","ZKSCAN5"
13179,"203731_s_at","ZKSCAN5"
13180,"203732_at","TRIP4"
13181,"203733_at","DEXI"
13182,"203734_at","FOXJ2"
13183,"203735_x_at","PPFIBP1"
13184,"203736_s_at","PPFIBP1"
13185,"203737_s_at","PPRC1"
13186,"203738_at","C5orf22"
13187,"203739_at","ZNF217"
13188,"203740_at","MPHOSPH6"
13189,"203741_s_at","ADCY7"
13190,"203742_s_at","TDG"
13191,"203743_s_at","TDG"
13192,"203744_at","HMGB3"
13193,"203745_at","HCCS"
13194,"203746_s_at","HCCS"
13195,"203747_at","AQP3"
13196,"203748_x_at","RBMS1"
13197,"203749_s_at","RARA"
13198,"203750_s_at","RARA"
13199,"203751_x_at","JUND"
13200,"203752_s_at","JUND"
13201,"203753_at","TCF4"
13202,"203754_s_at","BRF1"
13203,"203755_at","BUB1B"
13204,"203756_at","ARHGEF17"
13205,"203757_s_at","CEACAM6"
13206,"203758_at","CTSO"
13207,"203759_at","ST3GAL4"
13208,"203760_s_at","SLA"
13209,"203761_at","SLA"
13210,"203762_s_at","DYNC2LI1"
13211,"203763_at","DYNC2LI1"
13212,"203764_at","DLGAP5"
13213,"203765_at","GCA"
13214,"203766_s_at","LMOD1"
13215,"203767_s_at","STS"
13216,"203768_s_at","STS"
13217,"203769_s_at","STS"
13218,"203770_s_at","STS"
13219,"203771_s_at","BLVRA"
13220,"203772_at","BLVRA"
13221,"203773_x_at","BLVRA"
13222,"203774_at","MTR"
13223,"203775_at","SLC25A13"
13224,"203776_at","GPKOW"
13225,"203777_s_at","RPS6KB2"
13226,"203778_at","MANBA"
13227,"203779_s_at","MPZL2"
13228,"203780_at","MPZL2"
13229,"203781_at","MRPL33"
13230,"203782_s_at","POLRMT"
13231,"203783_x_at","POLRMT"
13232,"203784_s_at","DDX28"
13233,"203785_s_at","DDX28"
13234,"203786_s_at","TPD52L1"
13235,"203787_at","SSBP2"
13236,"203788_s_at","SEMA3C"
13237,"203789_s_at","SEMA3C"
13238,"203790_s_at","RIDA"
13239,"203791_at","DMXL1"
13240,"203792_x_at","PCGF2"
13241,"203793_x_at","PCGF2"
13242,"203794_at","CDC42BPA"
13243,"203795_s_at","BCL7A"
13244,"203796_s_at","BCL7A"
13245,"203797_at","VSNL1"
13246,"203798_s_at","VSNL1"
13247,"203799_at","CD302"
13248,"203800_s_at","MRPS14"
13249,"203801_at","MRPS14"
13250,"203802_x_at","NSUN5"
13251,"203803_at","PCYOX1"
13252,"203804_s_at","LUC7L3"
13253,"203805_s_at","FANCA"
13254,"203806_s_at","FANCA"
13255,"203807_x_at","CSH2"
13256,"203808_at","AKT2"
13257,"203809_s_at","AKT2"
13258,"203810_at","DNAJB4"
13259,"203811_s_at","DNAJB4"
13260,"203812_at","SLIT3"
13261,"203813_s_at","SLIT3"
13262,"203814_s_at","NQO2"
13263,"203815_at","GSTT1"
13264,"203816_at","DGUOK"
13265,"203817_at","GUCY1B1"
13266,"203818_s_at","SF3A3"
13267,"203819_s_at","IGF2BP3"
13268,"203820_s_at","IGF2BP3"
13269,"203821_at","HBEGF"
13270,"203822_s_at","ELF2"
13271,"203823_at","RGS3"
13272,"203824_at","TSPAN8"
13273,"203825_at","BRD3"
13274,"203826_s_at","PITPNM1"
13275,"203827_at","WIPI1"
13276,"203828_s_at","IL32"
13277,"203829_at","ELP4"
13278,"203830_at","C17orf75"
13279,"203831_at","R3HDM2"
13280,"203832_at","SNRPF"
13281,"203833_s_at","TGOLN2"
13282,"203834_s_at","TGOLN2"
13283,"203835_at","LRRC32"
13284,"203836_s_at","MAP3K5"
13285,"203837_at","MAP3K5"
13286,"203838_s_at","TNK2"
13287,"203839_s_at","TNK2"
13288,"203840_at","BLZF1"
13289,"203841_x_at","MAPRE3"
13290,"203842_s_at","MAPRE3"
13291,"203843_at","RPS6KA3"
13292,"203844_at","VHL"
13293,"203845_at","KAT2B"
13294,"203846_at","TRIM32"
13295,"203847_s_at","AKAP8"
13296,"203848_at","AKAP8"
13297,"203849_s_at","KIF1A"
13298,"203850_s_at","KIF1A"
13299,"203851_at","IGFBP6"
13300,"203852_s_at","SMN1"
13301,"203853_s_at","GAB2"
13302,"203854_at","CFI"
13303,"203855_at","WDR47"
13304,"203856_at","VRK1"
13305,"203857_s_at","PDIA5"
13306,"203858_s_at","COX10"
13307,"203859_s_at","PALM"
13308,"203860_at","PCCA"
13309,"203861_s_at","ACTN2"
13310,"203862_s_at","ACTN2"
13311,"203863_at","ACTN2"
13312,"203864_s_at","ACTN2"
13313,"203865_s_at","ADARB1"
13314,"203866_at","NLE1"
13315,"203867_s_at","NLE1"
13316,"203868_s_at","VCAM1"
13317,"203869_at","USP46"
13318,"203870_at","USP46"
13319,"203871_at","SENP3"
13320,"203872_at","ACTA1"
13321,"203873_at","SMARCA1"
13322,"203874_s_at","SMARCA1"
13323,"203875_at","SMARCA1"
13324,"203876_s_at","MMP11"
13325,"203877_at","MMP11"
13326,"203878_s_at","MMP11"
13327,"203879_at","PIK3CD"
13328,"203880_at","COX17"
13329,"203881_s_at","DMD"
13330,"203882_at","IRF9"
13331,"203883_s_at","RAB11FIP2"
13332,"203884_s_at","RAB11FIP2"
13333,"203885_at","RAB21"
13334,"203886_s_at","FBLN2"
13335,"203887_s_at","THBD"
13336,"203888_at","THBD"
13337,"203889_at","SCG5"
13338,"203890_s_at","DAPK3"
13339,"203891_s_at","DAPK3"
13340,"203892_at","WFDC2"
13341,"203893_at","AK6"
13342,"203894_at","TUBG2"
13343,"203895_at","PLCB4"
13344,"203896_s_at","PLCB4"
13345,"203897_at","LYRM1"
13346,"203898_at","CRCP"
13347,"203899_s_at","CRCP"
13348,"203900_at","SZT2"
13349,"203901_at","TAB1"
13350,"203902_at","HEPH"
13351,"203903_s_at","HEPH"
13352,"203904_x_at","CD82"
13353,"203905_at","PARN"
13354,"203906_at","IQSEC1"
13355,"203907_s_at","IQSEC1"
13356,"203908_at","SLC4A4"
13357,"203909_at","SLC9A6"
13358,"203910_at","ARHGAP29"
13359,"203911_at","RAP1GAP"
13360,"203912_s_at","DNASE1L1"
13361,"203913_s_at","HPGD"
13362,"203914_x_at","HPGD"
13363,"203915_at","CXCL9"
13364,"203916_at","NDST2"
13365,"203917_at","CXADR"
13366,"203918_at","PCDH1"
13367,"203919_at","TCEA2"
13368,"203920_at","NR1H3"
13369,"203921_at","CHST2"
13370,"203922_s_at","CYBB"
13371,"203923_s_at","CYBB"
13372,"203924_at","GSTA2"
13373,"203925_at","GCLM"
13374,"203926_x_at","ATP5F1D"
13375,"203927_at","NFKBIE"
13376,"203928_x_at","MAPT"
13377,"203929_s_at","MAPT"
13378,"203930_s_at","MAPT"
13379,"203931_s_at","MRPL12"
13380,"203932_at","HLA-DMB"
13381,"203933_at","RAB11FIP3"
13382,"203934_at","KDR"
13383,"203935_at","ACVR1"
13384,"203936_s_at","MMP9"
13385,"203937_s_at","TAF1C"
13386,"203938_s_at","TAF1C"
13387,"203939_at","NT5E"
13388,"203940_s_at","VASH1"
13389,"203941_at","INTS9"
13390,"203942_s_at","MARK2"
13391,"203943_at","KIF3B"
13392,"203944_x_at","BTN2A1"
13393,"203945_at","ARG2"
13394,"203946_s_at","ARG2"
13395,"203947_at","CSTF3"
13396,"203948_s_at","MPO"
13397,"203949_at","MPO"
13398,"203950_s_at","CLCN6"
13399,"203951_at","CNN1"
13400,"203952_at","ATF6"
13401,"203953_s_at","CLDN3"
13402,"203954_x_at","CLDN3"
13403,"203955_at","PPP1R26"
13404,"203956_at","MORC2"
13405,"203957_at","E2F6"
13406,"203958_s_at","ZBTB40"
13407,"203959_s_at","ZBTB40"
13408,"203960_s_at","IFT25"
13409,"203961_at","NEBL"
13410,"203962_s_at","NEBL"
13411,"203963_at","CA12"
13412,"203964_at","NMI"
13413,"203965_at","USP20"
13414,"203966_s_at","PPM1A"
13415,"203967_at","CDC6"
13416,"203968_s_at","CDC6"
13417,"203969_at","PEX3"
13418,"203970_s_at","PEX3"
13419,"203971_at","SLC31A1"
13420,"203972_s_at","PEX3"
13421,"203973_s_at","CEBPD"
13422,"203974_at","PUDP"
13423,"203975_s_at","CHAF1A"
13424,"203976_s_at","CHAF1A"
13425,"203977_at","TAFAZZIN"
13426,"203978_at","NUBP1"
13427,"203979_at","CYP27A1"
13428,"203980_at","FABP4"
13429,"203981_s_at","ABCD4"
13430,"203982_s_at","ABCD4"
13431,"203983_at","TSNAX"
13432,"203984_s_at","CASP9"
13433,"203985_at","ZNF212"
13434,"203986_at","STBD1"
13435,"203987_at","FZD6"
13436,"203988_s_at","FUT8"
13437,"203989_x_at","F2R"
13438,"203990_s_at","KDM6A"
13439,"203991_s_at","KDM6A"
13440,"203992_s_at","KDM6A"
13441,"203993_x_at","CFAP410"
13442,"203994_s_at","CFAP410"
13443,"203995_at","CFAP410"
13444,"203996_s_at","CFAP410"
13445,"203997_at","PTPN3"
13446,"203998_s_at","SYT1"
13447,"203999_at","SYT1"
13448,"204000_at","GNB5"
13449,"204001_at","SNAPC3"
13450,"204002_s_at","ICA1"
13451,"204003_s_at","NUP42"
13452,"204004_at","PAWR"
13453,"204005_s_at","PAWR"
13454,"204006_s_at","FCGR3B"
13455,"204007_at","FCGR3B"
13456,"204008_at","DNAL4"
13457,"204009_s_at","KRAS"
13458,"204010_s_at","KRAS"
13459,"204011_at","SPRY2"
13460,"204012_s_at","LCMT2"
13461,"204013_s_at","LCMT2"
13462,"204014_at","DUSP4"
13463,"204015_s_at","DUSP4"
13464,"204016_at","LARS2"
13465,"204017_at","KDELR3"
13466,"204018_x_at","HBA1"
13467,"204019_s_at","SH3YL1"
13468,"204020_at","PURA"
13469,"204021_s_at","PURA"
13470,"204022_at","WWP2"
13471,"204023_at","RFC4"
13472,"204024_at","OSGIN2"
13473,"204025_s_at","PDCD2"
13474,"204026_s_at","ZWINT"
13475,"204027_s_at","METTL1"
13476,"204028_s_at","RABGAP1"
13477,"204029_at","CELSR2"
13478,"204030_s_at","SCHIP1"
13479,"204031_s_at","PCBP2"
13480,"204032_at","BCAR3"
13481,"204033_at","TRIP13"
13482,"204034_at","ETHE1"
13483,"204035_at","SCG2"
13484,"204036_at","LPAR1"
13485,"204037_at","LPAR1"
13486,"204038_s_at","LPAR1"
13487,"204039_at","CEBPA"
13488,"204040_at","RNF144A"
13489,"204041_at","MAOB"
13490,"204042_at","WASF3"
13491,"204043_at","TCN2"
13492,"204044_at","QPRT"
13493,"204045_at","TCEAL1"
13494,"204046_at","PLCB2"
13495,"204047_s_at","PHACTR2"
13496,"204048_s_at","PHACTR2"
13497,"204049_s_at","PHACTR2"
13498,"204050_s_at","CLTA"
13499,"204051_s_at","SFRP4"
13500,"204052_s_at","SFRP4"
13501,"204053_x_at","PTEN"
13502,"204054_at","PTEN"
13503,"204055_s_at","MIA2"
13504,"204056_s_at","MVK"
13505,"204057_at","IRF8"
13506,"204058_at","ME1"
13507,"204059_s_at","ME1"
13508,"204060_s_at","PRKX"
13509,"204061_at","PRKX"
13510,"204062_s_at","ULK2"
13511,"204063_s_at","ULK2"
13512,"204064_at","THOC1"
13513,"204065_at","CHST10"
13514,"204066_s_at","AGAP1"
13515,"204067_at","SUOX"
13516,"204068_at","STK3"
13517,"204069_at","MEIS1"
13518,"204070_at","PLAAT4"
13519,"204071_s_at","TOPORS"
13520,"204072_s_at","FRY"
13521,"204073_s_at","MYRF"
13522,"204074_s_at","CEP104"
13523,"204075_s_at","CEP104"
13524,"204076_at","ENTPD4"
13525,"204077_x_at","ENTPD4"
13526,"204078_at","P3H4"
13527,"204079_at","TPST2"
13528,"204080_at","TOE1"
13529,"204081_at","NRGN"
13530,"204082_at","PBX3"
13531,"204083_s_at","TPM2"
13532,"204084_s_at","CLN5"
13533,"204085_s_at","CLN5"
13534,"204086_at","PRAME"
13535,"204087_s_at","SLC5A6"
13536,"204088_at","P2RX4"
13537,"204089_x_at","MAP3K4"
13538,"204090_at","STK19"
13539,"204091_at","PDE6D"
13540,"204092_s_at","AURKA"
13541,"204093_at","CCNH"
13542,"204094_s_at","TSC22D2"
13543,"204095_s_at","ELL"
13544,"204096_s_at","ELL"
13545,"204097_s_at","RBMX2"
13546,"204098_at","RBMX2"
13547,"204099_at","SMARCD3"
13548,"204100_at","THRA"
13549,"204101_at","MTM1"
13550,"204102_s_at","EEF2"
13551,"204103_at","CCL4"
13552,"204104_at","SNAPC2"
13553,"204105_s_at","NRCAM"
13554,"204106_at","TESK1"
13555,"204107_at","NFYA"
13556,"204108_at","NFYA"
13557,"204109_s_at","NFYA"
13558,"204110_at","HNMT"
13559,"204111_at","HNMT"
13560,"204112_s_at","HNMT"
13561,"204113_at","CELF1"
13562,"204114_at","NID2"
13563,"204115_at","GNG11"
13564,"204116_at","IL2RG"
13565,"204117_at","PREP"
13566,"204118_at","CD48"
13567,"204119_s_at","ADK"
13568,"204120_s_at","ADK"
13569,"204121_at","GADD45G"
13570,"204122_at","TYROBP"
13571,"204123_at","LIG3"
13572,"204124_at","SLC34A2"
13573,"204125_at","NDUFAF1"
13574,"204126_s_at","CDC45"
13575,"204127_at","RFC3"
13576,"204128_s_at","RFC3"
13577,"204129_at","BCL9"
13578,"204130_at","HSD11B2"
13579,"204131_s_at","FOXO3"
13580,"204132_s_at","FOXO3"
13581,"204133_at","RRP9"
13582,"204134_at","PDE2A"
13583,"204135_at","FILIP1L"
13584,"204136_at","COL7A1"
13585,"204137_at","GPR137B"
13586,"204138_s_at","MZF1"
13587,"204139_x_at","MZF1"
13588,"204140_at","TPST1"
13589,"204141_at","TUBB2A"
13590,"204142_at","ENOSF1"
13591,"204143_s_at","ENOSF1"
13592,"204144_s_at","PIGQ"
13593,"204145_at","FRG1"
13594,"204146_at","RAD51AP1"
13595,"204147_s_at","TFDP1"
13596,"204148_s_at","POMZP3"
13597,"204149_s_at","GSTM4"
13598,"204150_at","STAB1"
13599,"204151_x_at","AKR1C1"
13600,"204152_s_at","MFNG"
13601,"204153_s_at","MFNG"
